Name,S&P 500 COMPOSITE - OPENING PRICE,ISHARESCOREEUR (XET) STOXX50 UCITS ETF EUR - OPENING PRICE,SHANGHAI SE A SHARE - OPENING PRICE,ISHARES RUSSELL 2000 ETF - OPENING PRICE,INVESCO QQQ TRUST SERIES 1 - OPENING PRICE,ISHARES CORE FTSE 100 UCITS ETF GBP - OPENING PRICE,INVESCO MSCI JAPAN UCITS ETF ACC - OPENING PRICE,DOW JONES US REAL ESTATE - OPENING PRICE,SECT.SPDR TST.SBI INTER INDS. - OPENING PRICE
Code,S19658(PO),291561(PO),S08435(PO),292398(PO),696044(PO),291580(PO),67434J(PO),T25191(PO),689918(PO)
31/12/99,1465.94,N/A,N/A,N/A,92.625,N/A,N/A,N/A,29.281
3/1/2000,1471.21,N/A,N/A,N/A,96.187,N/A,N/A,N/A,29.484
4/1/2000,1449,N/A,1454.17,N/A,92,N/A,N/A,N/A,28.469
5/1/2000,1395.62,N/A,1496.06,N/A,87.5,N/A,N/A,N/A,28
6/1/2000,1398.87,N/A,1494.14,N/A,86.875,N/A,N/A,N/A,27.922
7/1/2000,1403.45,N/A,1570.12,N/A,82.937,N/A,N/A,N/A,28.625
10/1/2000,1441.47,N/A,1628.01,N/A,91,N/A,N/A,N/A,29.531
11/1/2000,1454.36,N/A,1645.28,N/A,91.75,N/A,N/A,N/A,29.469
12/1/2000,1438.56,N/A,1566.39,N/A,89,N/A,N/A,N/A,28.922
13/01/00,1436.02,N/A,1527.75,N/A,88.5,N/A,N/A,N/A,29.063
14/01/00,1449.68,N/A,1515.794,N/A,93,N/A,N/A,N/A,29.281
17/01/00,N/A,N/A,1497.42,N/A,N/A,N/A,N/A,N/A,N/A
18/01/00,1465.15,N/A,1527.336,N/A,92.062,N/A,N/A,N/A,28.781
19/01/00,1451.99,N/A,1515.537,N/A,93.492,N/A,N/A,N/A,29
20/01/00,1455.9,N/A,1533.758,N/A,95.5,N/A,N/A,N/A,29
21/01/00,1448.87,N/A,1564.58,N/A,96.5,N/A,N/A,N/A,28.656
24/01/00,1444.36,N/A,1558.145,N/A,97.437,N/A,N/A,N/A,28.516
25/01/00,1402.87,N/A,1576.742,N/A,91.875,N/A,N/A,N/A,27.156
26/01/00,1407.12,N/A,1570.57,N/A,93.25,N/A,N/A,N/A,27.266
27/01/00,1404.09,N/A,1584.51,N/A,91.75,N/A,N/A,N/A,27.641
28/01/00,1397.73,N/A,1609.934,N/A,90,N/A,N/A,N/A,27.625
31/01/00,1359.73,N/A,N/A,N/A,85.875,N/A,N/A,N/A,26.859
1/2/2000,1395.05,N/A,N/A,N/A,89.531,N/A,N/A,N/A,27.156
2/2/2000,1408.74,N/A,N/A,N/A,92.25,N/A,N/A,N/A,27.234
3/2/2000,1413.53,N/A,N/A,N/A,94.312,N/A,N/A,N/A,27.125
4/2/2000,1427.49,N/A,N/A,N/A,97,N/A,N/A,N/A,27.297
7/2/2000,1426.02,N/A,N/A,N/A,97.25,N/A,N/A,N/A,26.938
8/2/2000,1424.24,N/A,N/A,N/A,99.375,N/A,N/A,N/A,27.094
9/2/2000,1444.38,N/A,N/A,N/A,102.062,N/A,N/A,N/A,26.734
10/2/2000,1413.71,N/A,N/A,N/A,99.812,N/A,N/A,N/A,26.313
11/2/2000,1415.16,N/A,N/A,N/A,102.062,N/A,N/A,N/A,26.063
14/02/00,1390.07,N/A,1692.073,N/A,99.992,N/A,N/A,121.42,25.5
15/02/00,1389.78,N/A,1817.552,N/A,98.937,N/A,N/A,121.9,25.922
16/02/00,1401.97,N/A,1781.333,N/A,99.906,N/A,N/A,122.21,26.422
17/02/00,1387.67,N/A,1845.195,N/A,101.187,N/A,N/A,122,26.375
18/02/00,1388.26,N/A,1727.466,N/A,102.625,N/A,N/A,122.89,26.484
21/02/00,N/A,N/A,1788.752,N/A,N/A,N/A,N/A,N/A,N/A
22/02/00,1347.02,N/A,1788.921,N/A,99,N/A,N/A,123.76,26.25
23/02/00,1352.84,N/A,1721.476,N/A,99.68,N/A,N/A,122.88,26.391
24/02/00,1361.79,N/A,1695.879,N/A,104.875,N/A,N/A,122.88,26
25/02/00,1353.6,N/A,1745.019,N/A,106.187,N/A,N/A,122.83,25.719
28/02/00,1331.57,N/A,1745.066,N/A,103.25,N/A,N/A,122.49,25.422
29/02/00,1348.05,N/A,1839.755,N/A,105.75,N/A,N/A,122.01,25.625
1/3/2000,1366.83,N/A,1831.528,N/A,107.25,N/A,N/A,122.01,25.703
2/3/2000,1380.65,N/A,1806.859,N/A,108.062,N/A,N/A,122.92,25.781
3/3/2000,1386.77,N/A,1839.984,N/A,108,N/A,N/A,122.9,26.031
6/3/2000,1409.4,N/A,1870.154,N/A,111.75,N/A,N/A,123.37,26.25
7/3/2000,1397.25,N/A,1769.28,N/A,113.812,N/A,N/A,123.46,26.453
8/3/2000,1359.92,N/A,1809.481,N/A,111,N/A,N/A,122.55,25.141
9/3/2000,1366.7,N/A,1847.19,N/A,111.219,N/A,N/A,122.32,25.5
10/3/2000,1401.69,N/A,1844.175,N/A,114.875,N/A,N/A,123.07,25.938
13/03/00,1395.03,N/A,1817.195,N/A,110,N/A,N/A,123.54,25.172
14/03/00,1388.91,N/A,1799.815,N/A,112.75,N/A,N/A,122.83,25.75
15/03/00,1359.39,N/A,1788.855,N/A,106.5,N/A,N/A,123.46,24.938
16/03/00,1394.9,N/A,1779.02,N/A,105.375,N/A,N/A,124.83,26.313
17/03/00,1458.47,N/A,1705.632,N/A,108,N/A,N/A,126.79,27.797
20/03/00,1467.96,N/A,1752.103,N/A,111,N/A,N/A,127.7,27.859
21/03/00,1456.63,N/A,1814.224,N/A,106.125,N/A,N/A,127.36,27.438
22/03/00,1494.47,N/A,1824.1,N/A,113.5,N/A,N/A,127.32,28
23/03/00,1501.03,N/A,1835.75,N/A,114.484,N/A,N/A,127.71,28.391
24/03/00,1527.35,N/A,1874.67,N/A,117.484,N/A,N/A,127.43,28.984
27/03/00,1528.7,N/A,1848.254,N/A,118,N/A,N/A,128.3,29.078
28/03/00,1521.06,N/A,1903.384,N/A,116.984,N/A,N/A,121.98,28.781
29/03/00,1509.07,N/A,1913.082,N/A,115.375,N/A,N/A,121.98,28.781
30/03/00,1508.52,N/A,1908.784,N/A,107.25,N/A,N/A,127.51,29
31/03/00,1494.06,N/A,1926.725,N/A,108.141,N/A,N/A,128.07,29.297
3/4/2000,1498.57,N/A,1914.904,N/A,107.766,N/A,N/A,128.59,29.313
4/4/2000,1509.47,N/A,1909.943,N/A,103.625,N/A,N/A,128.3,29.375
5/4/2000,1491.46,N/A,1868.567,N/A,97.5,N/A,N/A,127.51,29.156
6/4/2000,1487.375,N/A,1889.517,N/A,102.375,N/A,N/A,128.17,29.203
7/4/2000,1503.84,N/A,1933.184,N/A,104.125,N/A,N/A,129.66,29.391
10/4/2000,1516.85,N/A,1943.712,N/A,107.625,N/A,N/A,130.88,29.625
11/4/2000,1499.18,N/A,1943.557,N/A,97.125,N/A,N/A,131.3,29.547
12/4/2000,1500.67,N/A,1939.163,N/A,97.625,N/A,N/A,131.6,29.688
13/04/00,1471.67,N/A,1923.67,N/A,92.813,N/A,N/A,131.76,29.203
14/04/00,1436.67,N/A,1953.42,N/A,86.063,N/A,N/A,132.12,28.219
17/04/00,1356.56,N/A,1946.751,N/A,78.016,N/A,N/A,130.53,27.922
18/04/00,1402.48,N/A,1909.533,N/A,89.484,N/A,N/A,130.53,28.25
19/04/00,1442.16,N/A,1935.873,N/A,92.5,N/A,N/A,131.27,28.453
20/04/00,1427.77,N/A,1949.353,N/A,90.375,N/A,N/A,131.22,28.656
21/04/00,N/A,N/A,1970.416,N/A,N/A,N/A,N/A,N/A,N/A
24/04/00,1434.54,N/A,1963.067,N/A,83.438,N/A,N/A,131.44,28.5
25/04/00,1438.42,N/A,1955.588,N/A,86.5,N/A,N/A,131.34,29.344
26/04/00,1477.4,N/A,1953.183,N/A,90.625,N/A,N/A,131.84,30.391
27/04/00,1452.83,N/A,1953.078,N/A,83.5,N/A,N/A,132.54,29.359
28/04/00,1468.01,N/A,1920.95,N/A,93.563,N/A,N/A,132.81,29.844
1/5/2000,1456.75,N/A,N/A,N/A,95.75,N/A,N/A,133.23,29.734
2/5/2000,1467.57,N/A,N/A,N/A,94.875,N/A,N/A,135.85,29.969
3/5/2000,1444.21,N/A,N/A,N/A,89.5,N/A,N/A,138.07,29.594
4/5/2000,1415.54,N/A,N/A,N/A,89,N/A,N/A,137.1,28.859
5/5/2000,1408.32,N/A,N/A,N/A,88.125,N/A,N/A,136.83,29.281
8/5/2000,1432.625,N/A,1966.575,N/A,90.5,N/A,N/A,137.32,29.703
9/5/2000,1426.51,N/A,1957.021,N/A,88.5,N/A,N/A,136.94,29.547
10/5/2000,1410.53,N/A,1917.077,N/A,84.375,N/A,N/A,137.21,29.063
11/5/2000,1386.88,N/A,1862.925,N/A,82.75,N/A,N/A,135.86,29.453
12/5/2000,1408.28,N/A,1836.179,N/A,85.375,N/A,N/A,136.99,29.875
15/05/00,1421,N/A,1832.659,N/A,84.813,N/A,N/A,137.29,30
16/05/00,1456.11,N/A,1815.502,N/A,90,N/A,N/A,137.86,30.625
17/05/00,1466.04,N/A,1837.442,N/A,89.25,N/A,N/A,138.05,30.719
18/05/00,1448.25,N/A,1835.606,N/A,89,N/A,N/A,137.47,30.781
19/05/00,1433.74,N/A,1874.234,N/A,83.75,611.551,N/A,137.01,30
22/05/00,1406.95,N/A,1900.025,N/A,81.625,604.749,N/A,136.55,29
23/05/00,1400.72,N/A,1951.532,N/A,81.375,605.367,N/A,136.05,29.172
24/05/00,1372.84,N/A,1952.669,N/A,75,601.657,N/A,135.86,29
25/05/00,1399.05,N/A,1985.011,N/A,80.25,621.444,N/A,135.11,29.75
26/05/00,1381.52,N/A,2005.507,N/A,77.75,615.879,N/A,133.92,29.234
29/05/00,N/A,N/A,2005.08,N/A,N/A,N/A,N/A,N/A,N/A
30/05/00,1382.65,N/A,2022.879,46.375,80,634.43,N/A,133.88,29.063
31/05/00,1420.93,N/A,1993.203,47.562,84.469,635.048,N/A,134.17,29.484
1/6/2000,1425.53,N/A,2018.436,48.555,85.188,639.995,N/A,134.31,29.547
2/6/2000,1460.23,N/A,2024.003,50.859,92.625,650.507,N/A,135,30.078
5/6/2000,1474.06,N/A,2040.883,51.062,92.25,655.454,N/A,135.87,30.188
6/6/2000,1467.26,N/A,2016.823,51.805,93.188,656.69,N/A,135.65,29.656
7/6/2000,1458.83,N/A,2055.067,51.187,91.563,656.072,N/A,135.98,29.75
8/6/2000,1471.28,N/A,2057.562,52.125,94.625,649.888,N/A,136.89,29.438
9/6/2000,1465.22,N/A,2046.689,51.937,94.75,650.507,N/A,137.32,29.313
12/6/2000,1460.83,N/A,2015.402,52.5,94.313,649.271,N/A,137.48,29.25
13/06/00,1445.74,N/A,2038.331,50.664,90.5,648.652,N/A,137.95,29.094
14/06/00,1471.23,N/A,2065.27,51.859,94.875,653.599,N/A,138.49,29.469
15/06/00,1471.64,N/A,2053.239,50.875,91.875,653.599,N/A,140.86,29.547
16/06/00,1478.73,N/A,2066.715,51.469,94.75,656.69,N/A,140.09,29.344
19/06/00,1463.9,N/A,2044.196,51.25,94.016,652.362,N/A,139.58,28.938
20/06/00,1486.71,N/A,2031.997,52.328,98.25,652.362,N/A,139.6,28.172
21/06/00,1479.13,N/A,2012.953,52.125,96.813,655.454,N/A,140.95,27.703
22/06/00,1478.19,N/A,2037.672,53,98.625,651.744,N/A,141.05,27.672
23/06/00,1452.78,N/A,2034.71,51.75,95,640.613,N/A,140.17,27.672
26/06/00,1443.65,N/A,2067.888,51.109,93.063,641.85,N/A,139.83,28
27/06/00,1455.31,N/A,2070.806,51.609,93.766,641.231,N/A,139.66,28.313
28/06/00,1451.96,N/A,2064.538,50.937,92.984,636.903,N/A,140.15,28.156
29/06/00,1451.71,N/A,2070.917,51.75,92.938,625.773,N/A,140.58,28.5
30/06/00,1441.33,N/A,2058.229,51.219,91.813,627.628,N/A,141.13,28.234
3/7/2000,1454.27,N/A,2036.264,51.562,93.5,641.231,N/A,136.5,28.406
4/7/2000,N/A,N/A,2008.551,N/A,N/A,645.56,N/A,N/A,N/A
5/7/2000,1465.27,N/A,2029.068,52.109,93.625,643.087,N/A,140.42,28.719
6/7/2000,1446.61,N/A,2027.676,51.828,91.563,637.521,N/A,141.79,28.563
7/7/2000,1457.48,N/A,2022.516,52.43,95,641.231,N/A,143.06,28.406
10/7/2000,1475.67,N/A,2059.613,52.719,94.688,651.744,N/A,143.69,28.234
11/7/2000,1474.24,N/A,2073.932,53,94.063,648.652,N/A,143.58,28.5
12/7/2000,1485.26,N/A,2087.908,53.312,95.438,654.835,N/A,143.02,29.313
13/07/00,1492.92,N/A,2101.979,54.141,97.938,654.217,N/A,142.62,29.234
14/07/00,1499.39,N/A,2104.832,54.547,100.25,654.217,N/A,142.69,29.594
17/07/00,1509.92,53.85,2116.699,54.359,100.938,655.454,N/A,142.41,29.797
18/07/00,1507.64,53.8,2105.22,54.141,100.375,652.362,N/A,142.92,30
19/07/00,1493.74,53.7,2124.307,53.391,98.313,644.323,N/A,142.5,29.859
20/07/00,1483.9,53.5,2123.182,53.125,97.875,649.271,N/A,142.62,30.078
21/07/00,1495.57,53.6,2118.278,53.187,98.438,644.942,N/A,144.93,30.109
24/07/00,1480.82,52.9,2122.123,52.312,97.938,641.231,N/A,145.49,29.938
25/07/00,1464.28,N/A,2113.458,51.68,95.625,639.995,N/A,146.01,29.938
26/07/00,1472.08,52.75,2123.016,51,95.5,641.231,N/A,145.49,29.609
27/07/00,1449.06,52.75,2141.826,51.18,93.938,644.323,N/A,148.33,29.813
28/07/00,1449.62,51.4,2138.184,50.164,92.188,638.14,N/A,149.53,29
31/07/00,1419.9,51,2140.416,49.25,87.625,631.338,N/A,149.12,28.563
1/8/2000,1430.83,51.4,2151.758,49.875,89.813,639.995,N/A,149.46,28.828
2/8/2000,1438.31,51.8,2155.885,49.625,87.875,638.758,N/A,152.32,28.75
3/8/2000,1434.53,51.5,2157.821,49.031,84.25,642.468,N/A,151.79,28.813
4/8/2000,1455.99,50.7,2162.158,50.562,92,634.43,N/A,150.26,29
7/8/2000,1464.28,51.2,2148.924,50.406,90.875,643.087,N/A,148.44,29.203
8/8/2000,1478.44,51.3,2166.605,51,92.063,643.705,N/A,147.74,30
9/8/2000,1488.48,52,2175.574,51.281,93.688,648.652,N/A,148.78,30.75
10/8/2000,1472.64,52,2190.39,50.547,91.813,642.468,N/A,149.15,30.469
11/8/2000,1458.65,52.5,2193.248,49.75,89.25,641.231,N/A,149.2,30.688
14/08/00,1471.84,52.4,2190.637,50.969,91.375,645.56,N/A,149.66,31
15/08/00,1490.69,52.9,2203.336,51.547,92.75,651.744,N/A,149.84,31
16/08/00,1486.32,52.7,2202.892,51.125,93.438,656.072,N/A,148.84,30.75
17/08/00,1479.85,52.6,2211.43,51.344,92.938,654.835,N/A,149.61,30.813
18/08/00,1497.08,52.2,2218.017,51.812,95.938,656.072,N/A,149.89,30.875
21/08/00,1493.97,52.4,2219.366,51.875,96,655.454,N/A,148.64,30.844
22/08/00,1500.4,52.3,2235.535,51.766,96,654.835,N/A,147.95,31.063
23/08/00,1498.13,51.8,2185.372,51.594,94.688,654.835,N/A,147.91,31.094
24/08/00,1505.97,52.2,2181.999,51.859,97.438,654.835,N/A,146.61,30.953
25/08/00,1507.96,52.15,2197.702,52.375,98.484,665.347,N/A,145.76,31.531
28/08/00,1506.72,52.6,2217.772,52.812,98.25,N/A,N/A,145.76,31.719
29/08/00,1514.14,52.35,2230.564,52.781,98.625,663.492,N/A,145.44,31.797
30/08/00,1509.83,52.35,2234.223,53.109,98.313,660.4,N/A,144.22,31.531
31/08/00,1504.44,52.15,2187.037,53.406,99.625,662.256,N/A,145.9,31.313
1/9/2000,1520.69,52.83,2131.09,54,103,669.676,N/A,145.12,31.75
4/9/2000,N/A,54.3,2116.388,N/A,N/A,685.135,N/A,N/A,N/A
5/9/2000,1516.08,54.35,2136.596,54.117,101.625,675.859,N/A,145.3,31.719
6/9/2000,1506.43,53.8,2073.411,54.062,99.25,675.241,N/A,146.02,31.781
7/9/2000,1495.17,53.5,2045.019,53.812,96.813,674.004,N/A,146.41,31.875
8/9/2000,1502.51,53.7,2072.196,54.102,97.766,662.256,N/A,147.33,31.719
11/9/2000,1494.5,52.15,2080.594,53.711,94.5,654.217,N/A,149.75,31.656
12/9/2000,1490.96,52.35,2093.498,53.812,93.5,658.545,N/A,150.85,31.25
13/09/00,1479.82,52.5,2099.245,53.094,90.25,658.545,N/A,150.93,31.313
14/09/00,1489.94,52.2,2109.53,53.828,95.25,650.507,N/A,150.76,31.344
15/09/00,1480.24,52.25,2096.924,53.625,93.125,658.545,N/A,150.8,30.719
18/09/00,1466.64,52.45,2098.533,53.141,91.813,643.087,N/A,N/A,30.313
19/09/00,1448.28,51.5,2054.471,51.984,90.75,637.521,N/A,N/A,30.063
20/09/00,1460.49,51.85,2018.204,52.312,93.375,638.758,N/A,N/A,29.844
21/09/00,1451.34,50.75,2041.521,52,93.75,629.483,N/A,N/A,29.75
22/09/00,1427.16,48.25,2020.438,50,87.625,604.13,N/A,N/A,29.625
25/09/00,1450.3,50.29,2005.595,52.18,93.625,622.063,N/A,148.73,30.25
26/09/00,1441.47,50.25,1993.172,51.625,90.766,625.154,N/A,148.02,30.281
27/09/00,1430.45,49.5,2005.336,51.156,90.625,625.773,N/A,147.99,30.406
28/09/00,1426.58,50,2031.801,50.812,88.719,625.773,N/A,148.64,30.438
29/09/00,1456.98,50.05,2002.864,52.016,92,629.483,N/A,149.82,30.594
2/10/2000,1441.68,49.7,N/A,52.203,90.25,634.43,N/A,149.02,30.281
3/10/2000,1441.84,N/A,N/A,51.586,88.063,634.43,N/A,146.05,30.438
4/10/2000,1426.46,50,N/A,50.453,83.5,630.719,N/A,145.01,30.844
5/10/2000,1432.04,50,N/A,50.625,85.25,630.719,N/A,143.71,31.156
6/10/2000,1437.3,49.9,N/A,50.156,85.563,640.613,N/A,143.78,31
9/10/2000,1408.67,49.2,2028.416,48.875,82.563,640.613,N/A,143.45,30.188
10/10/2000,1399.27,49,2034.805,48.797,81.813,630.101,N/A,143.83,30.313
11/10/2000,1379.74,48.3,2062.68,47.719,76.875,630.719,N/A,143.56,29.563
12/10/2000,1364.59,47.8,2050.887,47.844,79.25,630.719,N/A,142.37,29.625
13/10/00,1329.83,46.9,2045.031,46.094,74.688,612.169,N/A,140.31,28.922
16/10/00,1373.11,48.25,2035.15,48,81.125,629.483,N/A,140.99,29.906
17/10/00,1379.33,48,2018.983,48.125,83.125,627.628,N/A,142.19,30.125
18/10/00,1315.93,47,2029.337,45.82,76.75,622.681,N/A,140.16,28.609
19/10/00,1345.64,47.9,2043.421,47.281,82.391,612.169,N/A,139.8,29
20/10/00,1388.76,49,2030.77,48.344,84.5,612.169,N/A,140.39,29.375
23/10/00,1396.72,49.2,2072.146,48.844,86.188,633.812,N/A,140.41,29.813
24/10/00,1399.4,49.85,2080.277,49.219,86.438,646.797,N/A,139.6,30.063
25/10/00,1392.42,50,2077.117,48.25,81.25,643.087,N/A,138.81,29.719
26/10/00,1364.9,49.6,2098.583,47.711,78.188,639.995,N/A,137.57,29.594
27/10/00,1364.44,49.9,2086.153,47.625,80.859,637.521,N/A,138.17,29.828
30/10/00,1379.49,50,2085.768,47.937,78.188,636.285,N/A,140.79,30
31/10/00,1401.18,50.3,2092.305,48.437,78,636.285,N/A,140.37,30.719
1/11/2000,1425.25,51,2078.427,49.344,80.313,636.285,N/A,140.9,31.438
2/11/2000,1426.7,50.7,2100.393,49.891,82.188,643.087,N/A,140.58,31.281
3/11/2000,1429.57,51,2103.762,50.797,82.875,644.942,N/A,141.26,31.188
6/11/2000,1428.76,51.4,2100.813,51.094,83.625,644.942,N/A,140.83,31.094
7/11/2000,1430.86,50.85,2111.735,50.297,81.438,646.178,N/A,141.13,31.219
8/11/2000,1432.54,51.2,2118.005,50.719,82.125,654.217,N/A,141.15,31.438
9/11/2000,1408.65,50.1,2135.714,49.375,74.75,652.362,N/A,141.54,31.188
10/11/2000,1393.22,50.2,2158.134,49.375,74.25,642.468,N/A,140.52,30.906
13/11/00,1365.98,49.3,2176.654,47.5,70.953,641.231,N/A,139.25,30
14/11/00,1361.66,49,2196.894,48.437,73,636.903,N/A,139.44,30.188
15/11/00,1383.25,50.2,2212.585,48.719,75.563,647.415,N/A,140.67,30.688
16/11/00,1386.98,50.4,2205.321,48.641,75.375,649.271,N/A,140.9,31.031
17/11/00,1372.7,49.8,2223.998,48.5,73.188,649.271,N/A,140.93,30.781
20/11/00,1360.31,49.9,2217.095,47.687,70.938,649.271,N/A,141,30.781
21/11/00,1343.84,48.5,2228.516,47.062,70.188,641.85,N/A,140.91,30.313
22/11/00,1346.66,48.7,2221.357,46.281,68.438,633.193,N/A,140.77,30.344
23/11/00,N/A,48.1,2244.478,N/A,N/A,628.865,N/A,N/A,N/A
24/11/00,1328.84,48.6,2244.952,46.211,68.375,631.338,N/A,140.11,30.219
27/11/00,1341.77,49.9,2163.106,47.906,72.563,638.14,N/A,140.79,31.063
28/11/00,1348.97,49.35,2175.542,46.875,68.938,636.285,N/A,140.77,30.594
29/11/00,1337.08,48.8,2205.604,46,65.813,624.536,N/A,140.64,30.531
30/11/00,1334.55,48.4,2190.484,45,61.75,614.024,N/A,141.04,30.094
1/12/2000,1317.34,48.65,2196.797,45.187,64.063,621.444,N/A,142.14,30.469
4/12/2000,1317.68,48.1,2208.843,45.734,64.125,621.444,N/A,142.49,30.844
5/12/2000,1333.47,48.3,2219.163,45.75,66.063,621.444,N/A,142.9,31.688
6/12/2000,1374.72,50,2217.116,47.094,70.594,637.521,N/A,146.23,32.266
7/12/2000,1347.73,48.7,2195.371,45.719,67,627.01,N/A,145.74,31.781
8/12/2000,1353.1,49.45,2197.537,46.969,71,620.208,N/A,145.13,31.969
11/12/2000,1369.88,49.6,2195.118,47.969,72.125,633.193,N/A,146.7,32.281
12/12/2000,1378.97,49.9,2166.367,48.781,73.5,638.14,N/A,148.22,32.188
13/12/00,1371.18,49.8,2179.201,47.891,73.438,641.231,N/A,148.27,32.094
14/12/00,1359.68,48.8,2178.563,46.5,68.516,636.903,N/A,147.92,31.25
15/12/00,1336.59,48,2173.822,45.344,64.25,621.444,N/A,147.5,30.219
18/12/00,1316.32,47.7,2158.485,45.844,65.156,630.101,N/A,148.16,30.688
19/12/00,1322.96,47.4,2166.639,46.25,63.5,624.536,N/A,150.4,30.813
20/12/00,1305.6,47.5,2169.531,44.734,57.313,623.918,N/A,150.45,29.531
21/12/00,1263.7,46.3,2195.874,44.062,55.016,615.261,N/A,149.27,29.219
22/12/00,1279.47,46.3,2198.992,45.125,57.813,618.353,N/A,149.45,29.625
25/12/00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
26/12/00,1305.93,N/A,N/A,46.25,60.813,N/A,N/A,148.81,30.313
27/12/00,1314.27,46.9,2196.858,46.5,59.688,615.261,N/A,148.44,30.375
28/12/00,1326.52,47.8,2173.981,47.719,60.781,625.773,N/A,151.04,31.063
29/12/00,1333.15,47.9,2173.887,49.469,61.563,622.681,N/A,152.78,31.469
1/1/2001,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2/1/2001,1320.28,48,2196.231,47.875,58.563,624.536,N/A,150.57,31.219
3/1/2001,1280.21,46.7,2229.715,45.75,52.188,618.353,N/A,149.05,29.188
4/1/2001,1345.82,48.3,2248.389,47.937,61.625,620.826,N/A,151.67,31.375
5/1/2001,1334.26,47.75,2239.579,47.437,61.313,625.154,N/A,150.97,30.313
8/1/2001,1296.33,47.1,2251.437,45.875,56.313,622.681,N/A,148.35,30.234
9/1/2001,1298.96,47.3,2220.862,46.187,57.938,620.208,N/A,148.73,30.391
10/1/2001,1297.57,46.6,2224.015,45.687,56.125,613.406,N/A,149.09,29.813
11/1/2001,1309.72,46.2,2252.53,47.25,59.266,612.169,N/A,149.1,30.563
12/1/2001,1326.52,47.4,2239.123,48.062,62.75,619.589,N/A,149.06,31
15/01/01,N/A,47.5,2218.043,N/A,N/A,615.261,N/A,N/A,N/A
16/01/01,1318.54,47.3,2134.424,48.25,62.5,615.261,N/A,148.84,30.969
17/01/01,1326.65,47.55,2165.146,50.094,64.5,618.353,N/A,149.1,31.563
18/01/01,1329.89,47.8,2151.657,49.437,64.125,621.444,N/A,149.52,30.938
19/01/01,1354.55,48.1,2165.116,49.906,68.25,632.575,N/A,149.66,31.688
22/01/01,1341.36,47.5,N/A,48.5,65.813,623.299,N/A,149.43,30.844
23/01/01,1342.9,47.1,N/A,49,65.906,622.063,N/A,149.68,31.063
24/01/01,1361.74,47.7,N/A,50.25,67.938,631.338,N/A,150.97,31.219
25/01/01,1362.98,47.5,N/A,50.023,66.875,631.338,N/A,151.09,31.156
26/01/01,1353.47,47.8,N/A,49.531,63.563,631.338,N/A,151.35,30.781
29/01/01,1351.03,47.7,N/A,49.695,64.75,636.903,N/A,151.12,30.91
30/01/01,1364.42,47.9,N/A,51,67.15,634.43,N/A,151.36,30.72
31/01/01,1374.56,47.5,N/A,51.225,67.3,637.521,N/A,151.96,31.31
1/2/2001,1365.67,47.6,N/A,50.475,64.55,629.483,N/A,151.57,31.3
2/2/2001,1373.21,47.5,N/A,50.9,65.3,631.956,N/A,151.2,31.23
5/2/2001,1349.47,46.6,2189.746,49.5,61.1,630.719,N/A,150.51,30.91
6/2/2001,1354.31,46.9,2115.452,49.875,61.49,633.812,N/A,150.36,31.1
7/2/2001,1352.26,46.75,2111.03,50.025,60.5,625.773,N/A,150.29,31.06
8/2/2001,1341.1,46.4,2091.862,50.825,61.5,626.391,N/A,149.7,30.88
9/2/2001,1332.53,46.5,2047.579,49.875,58.2,620.826,N/A,149.04,30.65
12/2/2001,1314.18,46,2072.626,49.325,56.25,625.154,N/A,147.83,30.22
13/02/01,1330.31,46.5,2076.963,50.825,57.65,628.246,N/A,147.76,30.72
14/02/01,1318.8,46,2077.11,50.2,55.4,622.063,N/A,147.42,30.66
15/02/01,1315.92,46,2077.589,51,58.9,620.826,N/A,147.99,30.62
16/02/01,1314.31,45.7,2054.759,49.55,55.45,620.208,N/A,148.49,30.55
19/02/01,N/A,45.1,2055.091,N/A,N/A,612.169,N/A,N/A,N/A
20/02/01,1301.53,45.5,2083.343,49.85,55.74,615.879,N/A,148.25,30.3
21/02/01,1275.09,44.6,2060.481,48.6,51.5,602.894,N/A,147.81,30.19
22/02/01,1255.99,43.8,2010.797,48.175,51.5,604.13,N/A,146.5,29.7
23/02/01,1249.59,43.55,2016.064,47.4,50.05,607.841,N/A,144.93,29.53
26/02/01,1245.86,42.5,2052.297,48.075,52.081,597.947,N/A,144.76,29.6
27/02/01,1265.72,43.2,2068.887,48.65,51.6,596.092,N/A,146.98,30.1
28/02/01,1257.94,43.25,2077.121,47.9,49.45,594.855,N/A,147.72,29.97
1/3/2001,1239.94,43,2069.275,47.025,46.9,599.184,N/A,148.24,29.28
2/3/2001,1241.23,43.2,2075.773,46.65,47.2,599.184,N/A,149.49,29.36
5/3/2001,1234.18,43.5,2095.098,48,47.5,590.527,N/A,150.28,29.6
6/3/2001,1241.41,43.8,2086.81,48,49.45,602.894,N/A,150.22,30.25
7/3/2001,1253.8,43.9,2093.482,48.4,50.35,602.275,N/A,150.32,30.31
8/3/2001,1261.89,44.3,2096.098,48.295,49.35,610.314,N/A,150.79,30.71
9/3/2001,1264.74,43.7,2108.347,47.3,47.25,605.985,N/A,151.01,30.4
12/3/2001,1233.42,42.6,2116.186,46.625,43.9,591.145,N/A,150.2,29.55
