Name,S&P 500 COMPOSITE - OPENING PRICE,ISHARESCOREEUR (XET) STOXX50 UCITS ETF EUR - OPENING PRICE,SHANGHAI SE A SHARE - OPENING PRICE,ISHARES RUSSELL 2000 ETF - OPENING PRICE,INVESCO QQQ TRUST SERIES 1 - OPENING PRICE,ISHARES CORE FTSE 100 UCITS ETF GBP - OPENING PRICE,INVESCO MSCI JAPAN UCITS ETF ACC - OPENING PRICE,DOW JONES US REAL ESTATE - OPENING PRICE,SECT.SPDR TST.SBI INTER INDS. - OPENING PRICE
Code,S19658(PO),291561(PO),S08435(PO),292398(PO),696044(PO),291580(PO),67434J(PO),T25191(PO),689918(PO)
5/1/2012,1277.3,23.74,2263.752,74.03,57.02,567,27.33,218.73,34.43
6/1/2012,1280.58,23.425,2250.559,75.02,57.65,561.25,27.2,221.14,34.74
9/1/2012,1277.83,23.3,2267.92,75.14,57.95,564.2,27.35,220.5,34.69
10/1/2012,1280.68,23.345,2327.617,76.16,58.26,564.75,27.52,219.79,35.33
11/1/2012,1292.02,23.7,2391.622,75.95,58.02,567.55,27.47,222.27,35.22
12/1/2012,1292.48,23.745,2376.787,76.79,58.29,565.2,27.4,224.38,35.57
13/01/12,1294.82,23.92,2385.604,76.18,58.1,568.6,27.58,222.41,35.49
16/01/12,N/A,23.42,2336.741,N/A,N/A,560,27.41,N/A,N/A
17/01/12,1289.09,24.15,2311.693,77.1,58.71,570.35,27.66,224.3,35.97
18/01/12,1293.46,24.225,2408.395,76.32,58.84,567.4,27.57,225.13,35.55
19/01/12,1308.07,24.285,2373.981,78.13,59.76,569.8,27.59,226.9,36.18
20/01/12,1314.47,24.635,2410.15,78.1,59.61,571.85,27.83,227.72,36.16
23/01/12,1315.29,24.445,N/A,78.26,59.8,571.8,27.96,229.15,36.1
24/01/12,1315.97,24.46,N/A,77.68,59.54,574.3,27.78,229.15,35.84
25/01/12,1314.64,24.565,N/A,78.6,60.28,574.5,27.77,229.15,36.02
26/01/12,1326.28,24.535,N/A,79.86,60.67,572.7,27.74,229.15,36.79
27/01/12,1318.38,24.62,N/A,78.8,60.09,574.2,27.85,234.57,36.32
30/01/12,1316.32,24.35,2435.218,79.08,59.88,568.2,27.65,234.59,36.13
31/01/12,1313.01,24.37,2394.904,79.66,60.75,568.9,27.87,234.26,36.49
1/2/2012,1312.45,24.495,2397.107,79.76,60.85,569.2,27.9,235.78,36.5
2/2/2012,1323.99,25.01,2382.147,81.04,61.2,578.1,28.05,236.76,36.69
3/2/2012,1326.21,24.895,2416.591,82.47,61.78,576.6,28.16,237.95,37.04
6/2/2012,1344.9,25.17,2445.538,82.57,61.82,587.4,28.24,239.87,37
7/2/2012,1344.33,25.335,2429.897,82.605,61.95,587.1,28.28,238.73,37.09
8/2/2012,1346.58,25.485,2400.941,82.8,62.14,588,28.21,238.85,37.21
9/2/2012,1349.97,25.41,2455.859,83.02,62.67,586.9,28.19,239.03,37.35
10/2/2012,1351.21,25.14,2453.557,81.5,62.47,585.5,27.93,236.14,36.98
13/02/12,1343.06,25.2,2443.046,82.11,62.93,587.8,28.08,236.46,37.29
14/02/12,1351.3,24.97,2460.699,81.91,62.9,586.5,28.41,237.4,37.31
15/02/12,1350.06,25.27,2451.858,82.42,63.52,591.9,29.04,235.56,37.42
16/02/12,1343.05,24.79,2476.385,81.32,62.79,585.4,28.93,234.29,36.8
17/02/12,1358,25.305,2479.269,83.29,63.64,592,28.89,236.56,37.25
20/02/12,N/A,25.585,2497.103,N/A,N/A,594.5,29.01,236.56,N/A
21/02/12,1361.22,25.685,2477.996,82.92,63.51,594.2,28.69,236.55,37.47
22/02/12,1362.15,25.61,2493.722,81.97,63.49,590,28.82,233.26,37.37
23/02/12,1357.53,25.33,2515.914,81.71,63.4,588.9,28.68,231.66,37.33
24/02/12,1363.46,25.44,2525.493,82.83,63.92,593.4,28.7,234.76,37.58
27/02/12,1365.2,25.265,2563.682,81.84,63.6,588.9,28.34,234.28,37.23
28/02/12,1367.37,25.395,2556.897,82.55,64.1,590.4,28.98,234.82,37.48
29/02/12,1372.2,25.48,2562.505,82.55,64.74,591,28.69,233.35,37.56
1/3/2012,1365.9,25.215,2533.742,81.38,64.66,584.9,28.6,232.84,37.29
2/3/2012,1374.09,25.715,2545.613,81.42,64.83,591.2,28.7,234.05,37.39
5/3/2012,1369.56,25.52,2581.969,79.99,64.83,586.7,28.75,233.72,37.05
6/3/2012,1364.29,25.3,2555.609,79.42,63.59,583.6,28.42,234.77,36.35
7/3/2012,1343.39,24.675,2504.773,78.91,63.86,566.1,28.75,232.7,36.18
8/3/2012,1352.65,24.935,2515.162,80,64.42,581.7,28.94,233.45,36.75
9/3/2012,1365.91,25.335,2540.992,80.52,64.85,585.8,29.26,233.03,37.02
12/3/2012,1370.8,25.245,2554.2,81.74,64.97,587.8,29.06,233.87,37.07
13/03/12,1370.64,25.49,2548.193,82.06,65.42,591.7,29.21,235.64,37.26
14/03/12,1395.91,25.895,2581.847,82.96,66.31,598.4,29.44,239.57,37.71
15/03/12,1394.17,25.965,2501.345,82.25,66.69,594.7,29.27,238.9,37.8
16/03/12,1402.59,26.145,2490.593,83.22,66.65,595.2,29.58,239.02,38.09
19/03/12,1404.17,26.21,2515.085,82.89,66.62,597.1,29.32,239.88,37.96
20/03/12,1409.73,26.165,2521.669,83.12,66.66,593.7,29.04,240.72,37.67
21/03/12,1405.52,26.095,2497.839,83.2,67.13,588.8,28.65,240.93,37.62
22/03/12,1402.89,25.71,2489.67,82.09,66.71,589.9,29.05,239.33,37.24
23/03/12,1392.78,25.525,2481.457,82,67.06,586.5,28.88,237.39,37.06
26/03/12,1397.11,25.54,2460.645,83.74,67.37,588.9,28.89,239.48,37.45
27/03/12,1416.36,25.7,2470.521,84.42,68.145,592.7,29.3,241.07,37.73
28/03/12,1412.21,25.375,2452.107,83.8,68.25,586.4,29.19,240.26,37.54
29/03/12,1405.51,25.095,2384.791,82.73,67.61,580.8,29.23,238.66,36.89
30/03/12,1403.27,24.89,2362.983,83.59,67.99,576.9,29.23,240.48,37.47
2/4/2012,1408.47,24.965,N/A,82.54,67.46,579.4,28.79,241.58,37.34
3/4/2012,1418.76,25.14,N/A,83.66,68.31,589,29,242.82,37.56
4/4/2012,1413.09,24.665,N/A,82.37,67.73,583.9,28.55,242.02,37.03
5/4/2012,1398.47,24.26,2365.077,81.6,67.19,573.9,28.77,238.99,37.01
6/4/2012,N/A,N/A,2407.985,N/A,N/A,N/A,N/A,N/A,N/A
9/4/2012,1398.08,N/A,2408.999,80.09,66.88,N/A,N/A,237.91,36.37
10/4/2012,1382.2,23.72,2389.094,79.92,67.19,573.9,28.64,236.09,36.33
11/4/2012,1358.98,23.455,2394.998,79.01,66.705,560.6,28.34,232.57,36.1
12/4/2012,1368.69,23.665,2419.818,79.54,66.58,566.2,28.39,234.6,36.1
13/04/12,1387.61,23.615,2462.892,80.38,66.96,572.4,28.51,237.51,36.57
16/04/12,1370.26,23.055,2457.434,79.89,66.53,567.5,28.56,237.51,36.55
17/04/12,1369.57,23.275,2467.018,80.33,65.75,568.6,28.34,240.28,36.69
18/04/12,1390.78,23.785,2452.18,80.41,66.59,579.2,28.51,240.73,36.85
19/04/12,1385.08,23.665,2491.442,80.32,66.38,585,28.58,240.11,36.89
20/04/12,1376.89,23.075,2487.303,80.28,66.22,578.2,28.15,240.12,36.78
23/04/12,1378.53,22.95,2517.55,78.98,65.08,576.6,28.08,241.03,36.31
24/04/12,1366.97,22.85,2492.84,79.13,64.97,572.6,28.14,240.32,36.53
25/04/12,1371.78,23.13,2494.836,80.75,66.06,576.4,28.13,244.17,37.13
26/04/12,1390.64,23.425,2522.505,80.95,66.42,577.2,28.18,245.62,36.83
27/04/12,1399.96,23.05,2516.068,81.98,67.12,573.1,27.96,247.01,37.33
30/04/12,1403.26,23.705,N/A,82.35,67.02,582.3,28.13,247.78,37.22
1/5/2012,1397.91,N/A,N/A,81.56,66.68,578,N/A,247.72,36.93
2/5/2012,1405.5,23.64,2535.697,80.91,66.5,586.7,27.88,248.99,36.86
3/5/2012,1402.18,23.305,2548.809,81.66,67.1,583.4,27.77,249.73,37.14
4/5/2012,1391.51,22.98,2552.948,80.07,65.75,577.6,27.5,247.9,36.65
7/5/2012,1369.09,22.43,2557.389,78.76,64.31,N/A,27.61,246,36.1
8/5/2012,1369.41,22.885,2567.717,78.69,64.34,569,27.62,247.23,35.98
9/5/2012,1363.34,22.76,2547.561,78.25,63.77,561.9,27.52,246.35,35.67
10/5/2012,1354.58,22.76,2524.025,79.32,64.61,560.3,27.56,247.86,35.99
11/5/2012,1357.84,22.7,2520.065,78.45,63.94,558.1,27.39,246.14,35.52
14/05/12,1353.29,22.605,2522.374,78.09,63.63,559.2,27.28,247.65,35.35
15/05/12,1338.36,22.665,2479.084,77.83,63.79,554,27.22,244.3,35.2
16/05/12,1330.78,22.03,2481.445,77.98,63.62,545.4,26.86,243.91,35.35
17/05/12,1324.82,22.17,2458.374,77.22,62.94,546.3,27.08,240.56,35.01
18/05/12,1305.05,21.705,2476.87,75.39,61.79,533.2,26.95,234.08,34.4
21/05/12,1295.73,21.815,2454.624,74.93,60.92,532,26.63,231.62,34.33
22/05/12,1316.09,22.25,2467.451,76.42,62.66,541,26.99,236.74,35.01
23/05/12,1316.59,22.15,2481.581,75.25,61.93,532.1,26.77,235.79,34.72
24/05/12,1318.65,22.05,2471.573,76.43,62.66,531.3,26.98,237.83,35.29
25/05/12,1320.68,22.28,2461.978,76.7,62.21,534.8,26.92,238.34,35.17
28/05/12,N/A,22.465,2435.559,N/A,N/A,538.4,26.94,N/A,N/A
29/05/12,1318.9,22.295,2473.228,77.33,62.63,537.7,27.05,238.46,35.21
30/05/12,1331.25,21.975,2498.781,76.9,62.29,534.3,27.12,240.25,35.07
31/05/12,1313.09,21.805,2482.643,76.27,62.25,531.8,27.45,235.35,34.7
1/6/2012,1310.28,21.75,2485.985,74.4,60.97,532.9,27.16,236.63,33.98
4/6/2012,1278.29,21.18,2458.464,74.09,60.57,N/A,26.6,230.67,33.73
5/6/2012,1278.14,21.53,2423.722,73.26,60.65,N/A,26.91,229.01,33.27
6/6/2012,1285.61,21.67,2425.613,75.19,61.6,530,27.08,234.44,33.76
7/6/2012,1316.15,22.04,2435.208,77.66,63.16,542.1,27.19,239.8,34.77
8/6/2012,1314.96,21.845,2415.775,75.9,62.16,542.6,26.86,237.06,34.53
11/6/2012,1325.72,22.62,2391.314,77.79,63.35,554.5,26.87,241.08,35.16
12/6/2012,1309.4,22.05,2403.984,75.44,62.09,544,27.1,236.05,34.51
13/06/12,1323.84,22.155,2398.299,76.09,62.38,550.1,27.14,237.92,34.75
14/06/12,1314.86,22.075,2416.068,75.38,62.14,547,27.17,236.95,34.64
15/06/12,1329.09,22.305,2408.758,76.35,62.37,549.5,27.07,239.88,34.82
18/06/12,1342.42,22.78,2423.022,76.6,62.75,556,27.34,240.43,34.81
19/06/12,1344.75,22.29,2422.687,77.65,63.9,551,27.58,243.38,35.2
20/06/12,1357.94,22.705,2409.038,78.67,64.36,558.6,27.72,244.15,35.4
21/06/12,1355.43,22.705,2396.479,78.37,64.21,560.5,27.85,243.96,35.44
22/06/12,1325.92,22.44,N/A,77.07,62.88,553,27.72,240.74,34.73
25/06/12,1334.86,22.45,2359.839,76.4,62.84,551,27.61,238.5,34.34
26/06/12,1314.09,22.065,2319.084,76.09,62.33,546.3,27.8,238.77,34.17
27/06/12,1319.77,22.06,2324.604,76.43,62.76,548.5,28.06,239.85,34.3
28/06/12,1331.79,22.405,2324.947,76.78,62.42,554.2,28.39,239.59,34.26
29/06/12,1330.12,22.935,2293.898,78.94,63.37,561.1,28.45,243.28,35.23
2/7/2012,1362.13,23.375,2339.802,79.92,64.23,559.8,28.56,248.78,35.76
3/7/2012,1365.75,23.75,2330.617,80.56,64.38,565.1,28.9,250.8,35.33
4/7/2012,N/A,23.91,2338.863,N/A,N/A,569.6,28.8,N/A,N/A
5/7/2012,1374,23.885,2322.94,81.62,64.78,569.9,29.14,251.81,35.53
6/7/2012,1367.09,23.475,2307.826,80.77,64.65,568.5,29.08,249.6,35.36
9/7/2012,1354.66,23.09,2315.224,80.42,64.03,567.2,28.9,251.18,34.93
10/7/2012,1352.96,23.105,2269.286,80.81,64.33,565.1,28.94,252.03,35.4
11/7/2012,1341.34,23.005,2261.94,79.39,63.29,564.3,28.92,248.59,34.6
12/7/2012,1341.29,23.02,2274.531,78.44,62.55,563.9,28.68,248.35,34.14
13/07/12,1334.81,23.105,2283.074,79.07,62.56,565.2,28.53,250.26,34.28
16/07/12,1356.5,23.3,2291.248,79.62,63.24,567.1,28.81,253.11,34.71
17/07/12,1353.64,23.375,2243.568,79.98,63.58,568.1,28.38,254.28,34.56
18/07/12,1363.47,23.39,2261.836,79.6,63.4,566.4,28.49,255.47,34.67
19/07/12,1373.01,23.73,2266.49,80.55,64.84,569.8,28.67,253.99,35.52
20/07/12,1376.48,23.75,2282.951,79.33,65.09,571,28.52,251.36,35.36
23/07/12,1362.63,22.89,2255.811,77.51,63,559.8,28.19,250.59,34.62
24/07/12,1350.52,22.625,2232.878,77.95,63.58,555.7,28.06,249.2,35.01
25/07/12,1338.35,21.665,2242.043,77,62.49,545.6,27.89,248.93,34.84
26/07/12,1338.17,21.715,2236.184,77.98,63.44,550.5,27.96,249.19,35.11
27/07/12,1359.97,22.71,2233.012,77.83,63.83,560.7,28.01,251.09,35.29
30/07/12,1385.94,23.305,2229.026,79.52,65.01,564,28.28,253.22,35.96
31/07/12,1385.29,23.55,2209.926,78.73,64.91,569.6,28.4,253.66,35.9
1/8/2012,1379.32,23.42,2201.917,78.91,65.25,565,28.22,254.01,35.99
2/8/2012,1375.03,23.49,2221.09,76.27,64.1,572.7,28.42,252.76,35.44
3/8/2012,1365.45,22.835,2214.625,77.94,65.38,568.7,28.35,253.87,35.84
6/8/2012,1390.98,23.765,2230.317,78.7,65.94,579.7,28.4,255.36,36.32
7/8/2012,1394.2,24.07,2255.253,79.85,66.38,582.6,28.67,254.29,36.31
8/8/2012,1401.23,24.475,2261.466,79.6,66.48,583.8,28.66,250.67,36.39
9/8/2012,1402.26,24.595,2261.981,79.76,66.62,589,28.93,249.32,36.46
10/8/2012,1402.58,24.35,2276.162,79.77,66.59,586.8,28.96,248.75,36.37
13/08/12,1405.87,24.325,2266.752,79.8,66.84,587.8,28.84,249.21,36.61
14/08/12,1404.06,24.43,2238.642,80.3,67.28,588.5,28.73,249.84,36.78
15/08/12,1403.89,24.305,2239.752,79.38,67,588.2,28.65,249.11,36.36
16/08/12,1405.43,24.425,2216.43,80.18,67.47,588.3,28.95,250.06,36.62
17/08/12,1415.51,24.755,2211.81,81.22,68.17,588.5,29.21,251.45,37
20/08/12,1418.14,24.865,2201.886,81.59,68.27,588.9,29.18,251.67,37.08
21/08/12,1418.12,24.925,2206.21,81.93,68.63,588.2,29.02,251.6,37.23
22/08/12,1413.08,24.835,2219.261,81.27,67.99,581.8,28.68,250.85,36.88
23/08/12,1413.49,24.895,2206.762,81.06,68.14,580,28.84,250.86,36.79
24/08/12,1401.87,24.45,2208.15,80.34,67.72,576,28.5,250.11,36.41
27/08/12,1411.13,24.38,2184.119,81.23,68.6,N/A,28.54,251.95,36.78
28/08/12,1410.35,24.59,2152.271,80.97,68.34,575.6,28.31,251.72,36.56
29/08/12,1408.99,24.575,2164.573,81.52,68.41,575.3,28.29,252.81,36.46
30/08/12,1410.3,24.375,2140.644,81.18,68.11,570.6,28.06,252.07,36.32
31/08/12,1399.46,24.125,2143.056,81.48,68.2,569.5,27.62,252.55,36.38
3/9/2012,N/A,24.435,2141.521,N/A,N/A,569,27.59,N/A,N/A
4/9/2012,1406.55,24.765,2157.989,81.18,68.03,573.7,27.35,253.3,36.24
5/9/2012,1404.94,24.515,2135.153,82.2,68.04,564.4,27.19,255.16,35.99
6/9/2012,1403.26,24.645,2137.071,82.58,68.42,567.4,27.38,255.31,36.08
7/9/2012,1432.12,25.595,2160.472,83.86,69.37,579.5,27.59,257.02,36.8
10/9/2012,1437.85,25.53,2228.617,84.18,69.26,576.7,27.46,256.9,36.89
11/9/2012,1429.13,25.335,2228.022,83.89,68.54,576.8,27.29,255.1,36.75
12/9/2012,1433.25,25.79,2230.337,84.485,68.68,579.4,27.67,256.67,37.07
13/09/12,1436.56,25.77,2224.113,84.64,68.71,577.3,27.72,257.15,37.02
14/09/12,1459.98,26.11,2227.869,85.86,69.84,589.7,27.75,260.51,37.38
17/09/12,1465.42,25.95,2220.742,85.98,70.2,590,27.64,261.67,37.62
18/09/12,1461.16,25.795,2167.097,85.74,70.04,587.5,27.69,260.24,37.45
19/09/12,1459.5,25.875,2158.389,85.94,70.29,589.3,27.73,257.93,37.52
20/09/12,1460.84,25.58,2157.515,85.14,70.07,585.3,27.71,255.96,37.35
21/09/12,1460.26,25.81,2115.874,86.04,70.47,588.8,27.81,253.74,37.25
24/09/12,1459.76,25.765,2110.824,84.89,69.56,582.6,27.73,253,36.74
25/09/12,1456.94,25.755,2124.292,85.43,69.92,584.3,27.96,253.53,36.96
26/09/12,1441.34,25.585,2123.505,83.85,68.67,582,27.91,249.44,36.5
27/09/12,1433.24,25.35,2097.541,83.49,68.35,581,28.06,249.16,36.48
28/09/12,1447.13,25.425,2139.286,83.78,68.92,580.5,27.52,249.1,36.47
1/10/2012,1440.65,24.76,N/A,83.96,68.9,574.4,27.4,249.63,36.72
2/10/2012,1444.48,25.03,N/A,84.15,68.79,581,27.17,248.24,36.83
3/10/2012,1446.05,25.035,N/A,83.94,68.88,580.6,27.04,249.88,36.8
4/10/2012,1450.97,25.345,N/A,83.96,69.24,585.2,27.15,250.97,37.03
5/10/2012,1461.4,25.19,N/A,84.58,69.68,585.7,27.22,249.64,37.29
8/10/2012,1460.93,25.295,2183.316,83.62,68.58,584.8,27.2,249.61,36.94
9/10/2012,1455.9,25.275,2179.928,83.62,68.17,586.8,26.83,249.53,37.07
10/10/2012,1441.48,24.795,2211.355,82.67,67.25,580.6,26.61,248.32,36.5
11/10/2012,1432.82,24.64,2214.151,83.1,67.44,577.7,26.75,249.33,36.56
12/10/2012,1432.81,25.08,2208.779,82.74,66.73,582.4,26.62,248.47,36.56
15/10/12,1428.58,24.97,2204.5,82.34,66.94,578.4,26.73,247.57,36.45
16/10/12,1440.13,25.31,2196.169,83.08,67.29,584.3,26.98,249.96,36.79
17/10/12,1454.75,25.81,2203.739,83.42,67.75,588.2,26.92,250.56,37.16
18/10/12,1460.83,25.955,2208.17,83.94,67.87,593.1,27.22,250.55,37.15
19/10/12,1457.34,25.945,2230.521,82.85,67.21,590.5,27.28,253.06,37.1
22/10/12,1433.16,25.625,2218.653,81.64,65.62,589.9,27.25,250.8,36.68
23/10/12,1433.82,25.575,2232.892,81.15,65.49,590,26.94,249.18,36.25
24/10/12,1413.2,25.015,2206.343,81.7,65.76,581.5,27.19,247.45,36.5
25/10/12,1408.73,24.995,2214.69,81.88,65.61,583.5,27.02,248.3,36.42
26/10/12,1412.97,24.795,2199.304,81.44,65.18,579.4,27.02,246.5,36.23
29/10/12,N/A,24.92,2159.172,N/A,N/A,581.6,26.95,N/A,N/A
30/10/12,N/A,25.02,2156.377,N/A,N/A,582.5,26.86,N/A,N/A
31/10/12,1411.85,25.355,2158.379,81.16,65.31,586.6,27.03,245.15,36.49
1/11/2012,1412.2,25.085,2167.709,81.82,65.32,580.6,26.99,247.77,36.59
2/11/2012,1427.59,25.4,2204.81,82.89,66.21,587.2,27.34,248.94,37.35
5/11/2012,1414.2,25.325,2213.093,81.18,65.195,586.6,27.21,249.03,36.69
6/11/2012,1417.26,25.295,2213.447,82.03,65.71,586.6,27.41,248.13,37.21
7/11/2012,1428.27,25.71,2201.673,81.37,65.04,593.2,27.21,247.26,37.12
8/11/2012,1394.52,25.12,2189.965,80.165,64.33,583.7,27.08,246.44,36.55
9/11/2012,1377.46,24.93,2163.968,78.87,63.19,581.3,27.09,243.47,36.01
12/11/2012,1379.85,24.865,2166.8,79.56,63.79,578.7,26.81,243.91,36.37
13/11/12,1380.03,24.68,2176.179,78.79,62.92,576.4,26.92,241.89,36.06
14/11/12,1374.64,24.975,2143.796,78.88,63.27,580.6,26.84,242.19,36.39
15/11/12,1355.39,24.7,2141.909,77.09,62.29,572.3,26.82,236.78,35.27
16/11/12,1353.36,24.69,2122.239,76.78,62.08,571.4,27.53,236.51,35.33
19/11/12,1359.88,24.605,2108.137,78.32,62.97,569.8,27.65,239.99,35.96
20/11/12,1386.78,24.955,2115.648,78.98,63.77,576.1,27.51,241.38,36.21
21/11/12,1387.78,25.11,2102.788,79.41,63.83,571.8,27.56,242.83,36.2
22/11/12,N/A,25.355,2116.381,N/A,N/A,575.5,27.66,N/A,N/A
23/11/12,1391.03,25.525,2115.165,79.9,64.32,580.3,27.68,242.95,36.35
26/11/12,1409.12,25.57,2118.669,80.35,64.77,579.1,27.44,244.43,36.6
27/11/12,1406.29,25.755,2106.854,80.68,65.16,580.8,27.76,244.17,36.81
28/11/12,1398.53,25.49,2077.937,80.315,64.66,577.3,27.34,243.07,36.5
29/11/12,1409.96,25.75,2065.871,81.949,65.82,580.9,27.6,244.24,37.2
30/11/12,1415.95,25.91,2054.242,82.4,65.92,584.8,27.58,244.63,37.17
3/12/2012,1416.34,25.96,2070.285,82.71,66.32,587.2,27.55,246.26,37.32
4/12/2012,1409.43,25.97,2048.648,82.065,65.69,584.9,27.48,246.07,36.82
5/12/2012,1407.05,26.2,2065.948,82.48,65.53,586,27.4,246.54,36.95
6/12/2012,1409.43,26.075,2125.097,81.98,64.71,589,27.57,245.6,37.24
7/12/2012,1413.95,26.235,2124.271,82.5,65.65,588.6,27.87,247.56,37.46
10/12/2012,1418.01,25.955,2164.743,82.37,64.75,588.3,27.92,248.49,37.48
11/12/2012,1418.55,26.085,2175.444,83.11,65.58,590.4,27.66,249.24,37.88
12/12/2012,1427.71,26.38,2170.974,83.67,66.29,589.6,27.82,249.07,37.95
13/12/12,1428.48,26.47,2175.34,82.98,65.71,591.8,27.58,248.18,37.75
14/12/12,1419.45,26.385,2159.862,82.22,64.9,592,27.69,246.67,37.61
17/12/12,1413.57,26.395,2253.676,82.68,64.73,589.8,27.62,246.83,37.8
18/12/12,1430.36,26.495,2257.601,83.71,65.85,591.4,27.92,248.12,38.01
19/12/12,1446.74,26.655,2260.514,84.08,66.72,591.6,28.4,250.25,38.52
20/12/12,1435.81,26.585,2257.894,84.14,66.38,594.7,28.52,249.79,38.3
21/12/12,1443.59,26.595,2271.951,83.27,64.89,591.3,28.39,252.66,37.62
24/12/12,1429.97,N/A,2252.038,83.89,65.06,592,N/A,251.42,37.84
25/12/12,N/A,N/A,2255.87,N/A,N/A,N/A,N/A,N/A,N/A
26/12/12,1426.66,N/A,2315.955,83.97,65.08,N/A,N/A,251.96,37.93
27/12/12,1419.83,26.675,2328.433,83.26,64.56,594,28.28,250.12,37.74
28/12/12,1418.02,26.765,2311.849,82.69,63.93,595,28.64,249.59,37.34
31/12/12,1402.43,N/A,2341.718,82.66,63.68,589.4,N/A,248.29,37.12
1/1/2013,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2/1/2013,1426.19,26.965,N/A,86.34,66.69,598,28.58,252.4,38.72
3/1/2013,1462.42,27.14,N/A,86.85,67.2,601.4,29.44,255.36,38.77
4/1/2013,1459.37,27.105,2397.402,87.01,66.87,602.9,29.38,255.45,38.98
7/1/2013,1466.47,27.27,2378.582,86.8,66.46,606.9,29,256.72,39
8/1/2013,1461.89,27.03,2391.776,86.88,66.64,604.4,28.71,257.07,38.83
9/1/2013,1457.15,27.17,2377.47,87.02,66.62,605.9,29.08,257.35,38.8
10/1/2013,1461.02,27.24,2380.881,87.61,67.21,608.3,29.04,258.4,39.24
11/1/2013,1472.12,27.365,2392.175,87.4,67.14,611.1,28.86,258.39,39.12
14/01/13,1472.05,27.46,2341.082,87.16,66.9,611,29.04,258.43,39.16
15/01/13,1470.67,27.23,2420.747,86.83,66.63,608.7,28.93,258.47,39.03
16/01/13,1472.33,27.115,2430.915,87.57,66.75,609.8,28.53,259.83,39.14
17/01/13,1472.63,27.195,2413.052,87.91,67.18,608.5,28.57,259.65,39.38
18/01/13,1480.95,27.445,2403.281,88.34,67.01,612.6,28.76,260.39,39.77
21/01/13,N/A,27.41,2430.087,N/A,N/A,615.5,28.74,N/A,N/A
22/01/13,1485.98,27.45,2434.976,88.64,67.15,615.7,28.55,261.51,39.84
23/01/13,1492.56,27.345,2416.134,89.24,67.56,620,28.54,262.96,40
24/01/13,1494.81,27.13,2428.294,89.15,66.69,617.6,28.63,263.02,40.11
25/01/13,1494.82,27.33,2407.332,89.73,66.89,623.2,28.67,263.46,40.47
28/01/13,1502.96,27.64,2402.553,90.01,67.01,626.2,28.2,264.79,40.63
29/01/13,1500.18,27.62,2456.724,89.96,67.06,627.8,28.58,264.38,40.41
30/01/13,1507.84,27.63,2470.899,89.97,67.28,631.6,28.69,265.03,40.55
31/01/13,1501.96,27.48,2494.782,88.87,66.99,628.1,28.72,262.66,40.08
1/2/2013,1498.11,27.165,2488.438,89.96,67.34,626.8,28.34,261.23,40.33
4/2/2013,1513.17,27.265,2539.372,89.82,67.25,631.3,28.86,261.91,40.27
5/2/2013,1495.71,26.415,2523.79,89.71,66.76,623.9,28.45,262.45,40.34
6/2/2013,1511.29,26.6,2546.49,89.65,67.22,627.1,28.84,261.27,40.35
7/2/2013,1512.12,26.395,2544.311,90.39,67.33,626.7,28.98,262.33,40.56
8/2/2013,1509.39,26.23,2529.345,90.28,67.64,623.9,29.1,261.43,40.51
11/2/2013,1517.93,26.44,N/A,90.71,68.02,624.9,29.42,263.53,40.53
12/2/2013,1517.01,26.34,N/A,90.74,67.92,625.5,29.22,263.59,40.66
13/02/13,1519.43,26.675,N/A,91.19,67.93,632.6,29.05,265.58,40.97
14/02/13,1520.33,26.68,N/A,91.18,67.64,635.7,28.96,264.71,40.8
15/02/13,1521.38,26.52,N/A,91.67,67.95,632.9,28.96,263.88,41.1
18/02/13,N/A,26.225,2555.794,N/A,N/A,632.4,29.12,N/A,N/A
19/02/13,1519.79,26.315,2533.182,91.88,67.89,630.1,29.24,264.68,41.22
20/02/13,1530.94,26.765,2495.147,92.63,68.24,634.4,29.65,265.78,41.41
21/02/13,1511.95,26.375,2490.035,90.77,66.96,633.1,29.45,263.84,40.66
22/02/13,1502.42,26.1,2431.507,90.41,66.84,628.9,29.89,262.35,40.67
25/02/13,1515.6,26.7,2429.085,91.5,67.6,633,29.85,264.66,41.06
26/02/13,1487.85,25.895,2421.674,89.41,66.42,624,30.32,260,40.11
27/02/13,1496.94,26.01,2404.96,89.36,66.57,626.6,30.17,261.51,40.25
28/02/13,1515.99,26.41,2430.668,90.3,67.24,633.1,30.41,263.7,41.07
1/3/2013,1514.68,26.415,2474.872,89.88,66.86,632.2,30.89,263.21,40.71
4/3/2013,1518.2,26.125,2440.817,90.67,67.19,632.6,30.96,264.33,40.82
5/3/2013,1525.2,26.65,2380.875,91.61,68.1,635.1,31.11,267.14,41.08
6/3/2013,1539.79,27.015,2442.555,92.47,68.89,642.6,31.35,268.82,41.66
7/3/2013,1541.46,27.04,2449.634,92.48,68.57,641.6,31.14,267.39,41.51
8/3/2013,1544.26,27.215,2434.901,93.6,68.93,645,31.35,266.67,41.72
11/3/2013,1551.15,27.32,2422.688,93.42,68.68,645.2,31.5,266.37,41.78
12/3/2013,1556.22,27.27,2416.928,93.48,68.79,646.6,31.32,267,41.82
13/03/13,1552.48,27.215,2388.808,93.54,68.8,646.2,31.59,266.27,41.72
14/03/13,1554.52,27.35,2361.232,94.03,68.87,647.2,31.74,266.52,42
